id,brand,model,price,processor,ram memory,display size,storage capacity
38138a6780,lenovo,Legion 5,26,5,4,11,4
edf21cae05,asus, ,51,3,2,11,5
25e1af1ff1,asus,TUF F15,5,3,2,11,4
6257a10c05,acer,Nitro 5,30,3,2,11,3
e39bbf4bbd,acer,Nitro 5,27,3,2,11,4
d39493599a,acer,Predator Triton,26,5,4,7,4
aecd7c816e,asus,TUF Dash,34,5,4,11,3
e463e175c2,hp,OMEN 11th,23,5,4,11,4
464096e18a,lenovo,Legion 5,20,5,4,11,5
8918203142,acer,Nitro 5,71,5,4,11,5
5f3dd30207,lenovo,Legion 5,14,5,4,11,5
0dbd14356f,msi,Modern 15,23,3,2,11,3
8441441f62,hp,Victus 15,16,3,2,11,5
5fdbf6a06a,msi,GF63 Thin,51,5,2,11,4
44c7231f46,hp,Victus 16,33,5,4,13,4
fd1222a70b,asus,TUF A15,20,5,2,11,4
4f4de6a4b8,acer,Predator Helios,19,5,4,11,4
0af0968f90,asus,G513QE HN136T,22,5,4,11,4
4977282698,acer,Predator Helios,32,5,4,11,5
6f16ad9cf7,asus,Rog Zephyrus,7,8,4,12,4
66613a50c0,dell,Alien ware,16,5,4,7,5
167c1cad67,acer,Nitro 5,4,5,2,11,5
8de14bbb68,acer,Nitro 5,34,3,2,11,4
9d6d2d0554,lenovo,Legion 5,5,5,4,11,4
513b4cec24,acer,Predator Triton,34,5,4,11,4
e1690d94a9,asus,TUF Gaming,23,5,4,11,4
edb32dca3a,asus,ROG Strix,15,5,2,11,4
a9dcc33860,msi,GL75 Leopard,37,5,4,16,4
934324a829,asus,Rog Zephyrus,22,5,4,12,4
d583c2161b,hp,Victus 15,6,3,2,11,4
5af543179e,hp,Omen 16,17,5,4,13,5
deced34f2e,lenovo,Legion 5,11,5,4,11,3
574c2806ed,lenovo,Legion 5,10,5,4,11,4
a9cd5e1a5a,acer,nitro 5,23,3,2,11,4
54536f3a3f,asus,Tuf Gaming,21,5,4,11,4
a3d4ab86b0,asus,ROG Strix,43,8,4,11,4
d9c18dd170,msi,Prestige 16,23,5,4,11,4
35012e43a9,asus,TUF A15,19,8,4,11,5
b8f7e26542,hp,Victus Gaming,24,5,4,11,5
b45ceec904,lenovo,Legion 5,24,5,4,11,5
588059638e,hp,VICTUS 15,51,3,2,11,4
52082266b8,acer,Predator Helios,54,5,2,12,3
dc45f8a266,asus, ,11,5,2,11,4
12afcb851b,hp,NoteBook 14,12,2,1,7,4
2f60ad0089,asus,ROG Strix,19,5,4,11,4
22b0d70ca3,lenovo,Legion 5,15,5,2,11,2
f76d3b8dfd,acer,Predator Helios,12,5,4,11,4
23ed3d11ad,asus,Tuf Gaming,26,3,2,11,4
a8e68712ea,asus,E410M /,7,1,1,7,5
cb9f99dcc0,lenovo,Legion 5,19,8,4,12,4
5d49c769b0,asus,ROG Zephyrus,20,5,4,11,3
68c8f6ac64,dell,Wyse 5740,68,1,2,7,5
79770e29d4,acer,Aspire 5,13,3,2,11,5
5dcfa92b7a,lenovo,Legion 5,10,5,4,11,3
07bfc2265c,hp,Laptop 15s,9,3,2,11,4
6f1e11a944,dell,Vostro 3510,26,3,2,11,4
fa13d9eccc,hp,14 ,15,1,2,7,5
46991c151a,hp,Envy x360,8,5,2,7,3
29f82e0fd3,acer,Nitro 5,9,3,4,10,4
0ae7aa7575,asus,VivoBook 14,16,1,1,7,3
28da0d9362,lenovo,Ideapad 1,13,1,1,7,4
2e0c70073f,lenovo,IdeaPad Slim,13,3,4,11,3
181d98c372,asus,ZenBook UX3402VA,16,5,2,7,2
e832f0e9ac,dell,Latitude 5430,10,3,2,7,4
fd3907e277,dynabook,Portege X30W,9,5,4,4,4
5cc1e1efc4,msi,Cyborg 15,18,5,4,11,4
5988b995a7,lenovo,V14 Ryzen,16,3,2,7,5
0cfed20852,lenovo,LOQ 15APH8,19,5,2,11,4
c88b19f236,asus,"Vivobook 14""",10,3,2,7,4
450cfddb45,dell,Vostro 3515,16,5,2,11,4
0a9b4fdb34,lenovo,Thinkpad X13,10,3,2,4,4
8ea1db47d6,lenovo,ThinkBook 13s,16,3,2,4,4
9a298cbe0f,lenovo,FLEX 5,22,3,2,7,3
95d9f582a2,avita,LIBER E,10,3,2,11,4
d5365da73b,acer,Aspire 5,13,2,2,11,3
01171bb8f9,lenovo,YOGA 6,14,5,2,4,3
b155edfe46,lenovo,YOGA 6,16,3,2,4,3
594ecac6f7,dell,5470 |,16,1,2,7,3
06f962753a,dell,Inspiron 3511,36,3,2,11,4
9876851eb8,dell,Vostro 3400,21,2,2,7,3
f8c68b4f33,acer,Aspire 3,23,3,1,11,4
3459f20f94,hp,Laptop 15S,16,3,2,11,3
7e97bd7de8,hp,Envy x360,16,3,2,7,5
ddf16c064a,dell,lnspiron 15,12,3,2,11,4
1bb2493987,dell,Vostro 3520,36,2,2,11,4
e064071863,lenovo,ThinkBook 13s,71,3,2,4,4
e1f7a77acb,hp,15 ef2126wm,15,3,2,11,4
f39eeac632,acer,Aspire 3,26,3,2,11,3
4662d986c2,hp,15 DY2095,11,3,2,11,3
610792d352,dell,VOSTRO 3400,15,2,1,7,4
3866c16d13,hp,Victus 15,15,3,2,11,3
3197ec7aae,asus,VivoBook F1502ZA,17,5,4,11,5
33401255a1,acer,Aspire 5,9,2,1,11,4
f7f88f05b1,hp,EliteBook 640,21,3,4,7,4
8f52f0632c,acer,Aspire 3,7,3,2,11,4
d176b7e7f1,dell,Inspiron 5493,68,3,2,7,4
7e54286589,dell,Vostro 3510,21,5,2,11,4
8fe47de820,asus,14 E410M,6,1,1,7,3
f26bfb4da9,dell,Inspiron 15,18,3,2,11,3
4dfdbf96c4,asus,Zenbook Core,16,3,2,4,3
1e3a15a848,acer,Spine Chromebook,11,3,2,5,2
ba26f342e7,acer,Nitro V,22,3,2,11,4
46cf503ed9,asus,ExpertBook B1400,13,3,5,7,5
0dfe0b80e8,hp,Victus 15,15,3,2,11,4
70d69baf9d,acer,Nitro 16,23,3,4,11,4
2e82c84ee9,asus,E410M EK,5,1,1,7,3
cab5ed5806,acer,NITRO5 AMD,17,3,2,11,4
ba90e83272,acer,Nitro 5,23,3,2,11,4
a3d870d317,acer,Nitro 16,21,3,4,12,4
d779f062a2,acer,Predator Helios,36,5,4,12,5
dfa8941824,acer,Predator Helios,36,5,4,12,5
e449fba4b7,lenovo,LEGION 5,32,5,4,11,4
7a373ff452,msi,GF 65,24,5,2,11,4
95d1054ec0,acer,Nitro 16,26,5,4,12,4
53535200b1,asus,ROG STRIX,43,5,4,12,5
6f2a9e1e7e,asus,ROG Strix,68,5,4,11,4
8207f65a1c,dell,Alienware M15,71,5,4,11,5
631f891b55,hp,Victus 15,15,3,2,11,4
b45a131f37,hp,Victus 15,17,3,2,11,4
3d816b1ece,asus,Vivobook 15,20,3,2,11,4
2fd6c52829,asus,Vivobook X413Ja,9,2,1,7,2
